iteration,feature_example,recommended_variant,reward,request_id,processed,count_a,count_b,rolling_reward
35,red,a,1.5,e0f43276-70a1-4bbc-adce-dfdb8ee69dee,1,1,0,1.3571428571428572
36,blue,b,1.5,cfd74cf5-b961-4e57-9311-72e8e2e0ba2a,1,0,1,1.3611111111111112
37,blue,b,1.5,1549ba91-dec5-4b80-b4a4-747d3442860c,1,0,1,1.364864864864865
38,red,a,1.5,9d74fe63-2430-43c5-8004-a44a69463946,1,1,0,1.368421052631579
39,blue,b,1.5,ffe43415-172d-4a02-991a-30e5b8244b13,1,0,1,1.3717948717948718
40,red,a,1.5,6fca083a-07ee-4782-a12e-bacd534809a7,1,1,0,1.375
41,red,a,1.5,1a25ea8a-6525-41b7-9e5f-68c7c45bd92b,1,1,0,1.3780487804878048
42,red,a,1.5,13c5ceb0-1988-4bf5-9bdf-e2d8d9c687a9,1,1,0,1.380952380952381
43,red,a,1.5,dec209df-8464-4d10-b02b-37a06640d62e,1,1,0,1.3837209302325582
44,red,b,1.0,d31c813f-24a3-4ffe-aaf6-5cd3264ab66f,1,0,1,1.375
45,blue,b,1.5,c2f91483-b275-435d-bd58-d4468134dcca,1,0,1,1.3777777777777778
46,red,b,1.0,6c7ebcb1-82ac-4139-b8f6-107ec9930536,1,0,1,1.3695652173913044
47,blue,b,1.5,2f879e7e-1e8c-4b54-acf9-5d481879f58d,1,0,1,1.372340425531915
48,blue,b,1.5,e9b0399d-7042-4de4-85d9-d4e86efe7ee6,1,0,1,1.375
49,blue,a,1.0,75545a87-2169-4e45-8216-abd74843822e,1,1,0,1.3673469387755102
50,blue,b,1.5,e444cb13-29b9-4f56-a3e8-e7c9ab1feb06,1,0,1,1.37
51,red,a,1.5,40b25d38-267a-45b1-ade5-eeb2e40f2efb,1,1,0,1.37
52,red,a,1.5,f73653c2-1ed6-49d1-84aa-de1dce32627c,1,1,0,1.38
53,red,b,1.0,5d1e5ab7-a7cc-4e61-b644-17ee9c3002b5,1,0,1,1.38
54,red,a,1.5,922c141d-b01f-4108-90a7-0eefa62176f4,1,1,0,1.39
55,red,a,1.5,112586ea-8d43-490b-a302-36f7f05142b7,1,1,0,1.4
56,red,a,1.5,cff40e69-a48c-4ef7-bc73-8eb826b61b0c,1,1,0,1.4
57,blue,a,1.0,7a24b5c8-818f-4b73-92a6-8b03ae4a5f72,1,1,0,1.39
58,blue,b,1.5,8bd45bcd-3003-4a47-b506-5bd75ca7dfa4,1,0,1,1.39
59,red,a,1.5,d084f33b-0cfc-47e3-9bda-e58f0521e48d,1,1,0,1.39
60,blue,b,1.5,1931f735-082f-4be0-a1de-38bcd26e02e5,1,0,1,1.39
61,blue,a,1.0,ab202f60-cfcc-433b-8b2d-12fd8baac2dd,1,1,0,1.39
62,blue,b,1.5,81321a06-746f-418b-8e00-49d82e26109d,1,0,1,1.39
63,blue,a,1.0,b595aef7-0ed7-4efb-b58a-fc44e7b13098,1,1,0,1.38
64,blue,b,1.5,490953bb-e773-4f73-943b-c38134aee7f4,1,0,1,1.38
65,red,a,1.5,d316d5f0-9fd9-41f1-b82b-768660bc2ca0,1,1,0,1.38
66,blue,b,1.5,93c5191b-0713-4091-96be-b74c25552ab9,1,0,1,1.38
67,red,b,1.0,6d13bb7c-5e97-472f-9a63-0123b72cbb25,1,0,1,1.38
68,red,a,1.5,9ea5f6d5-7bd7-48ac-9dd4-902fad32ab5b,1,1,0,1.38
69,red,a,1.5,eca13ff6-887f-4fa7-8b78-314fa5c4e8c9,1,1,0,1.39
70,red,a,1.5,ca5cfee5-79a2-4a8e-8846-6c10d2cd574a,1,1,0,1.39
71,blue,a,1.0,b24575c4-5ccd-42bf-b051-69714f74be8c,1,1,0,1.38
72,red,a,1.5,c8401ae7-f918-4714-98e1-cc9de68a39e8,1,1,0,1.38
73,red,a,1.5,076bc9e3-2197-4c31-abcd-82c544962167,1,1,0,1.38
74,blue,b,1.5,398c1ba5-553a-4d7d-a3ba-3215c6fde767,1,0,1,1.38
75,blue,b,1.5,80e6d867-49cc-4a12-ac62-16d9f5e577ff,1,0,1,1.38
76,red,a,1.5,9002b1e6-95cc-47b4-a9d5-e3ef26bf856a,1,1,0,1.39
77,red,a,1.5,a4ed97ed-ff94-4780-927d-68760ebe866c,1,1,0,1.39
78,blue,b,1.5,25d7b17f-166b-4af9-8b96-e672e4c24b88,1,0,1,1.39
79,blue,b,1.5,ad84ff20-78da-4812-b648-89378b75a1ff,1,0,1,1.39
80,blue,b,1.5,7697dc9f-7171-44af-9a32-783700eb4a6f,1,0,1,1.4
81,red,a,1.5,858e232c-09af-4d2c-8534-bbf78a9434b5,1,1,0,1.4
82,blue,b,1.5,ae2d1e74-e24d-42cc-8f6c-a64d4b0aaca0,1,0,1,1.4
83,red,a,1.5,fadb0102-e2c5-482f-8d69-b4ce9fadb279,1,1,0,1.41
84,red,a,1.5,d3c974ae-8ce3-40a0-9861-14af3907c264,1,1,0,1.41
85,blue,b,1.5,d3c98223-71ca-48f5-8ad8-f4cf74667615,1,0,1,1.41
86,blue,b,1.5,3f0c962d-ad27-4e65-b28c-59ea2977aee3,1,0,1,1.41
87,blue,b,1.5,3d2ebca4-66cd-4ab3-8d11-7a87fad61416,1,0,1,1.41
88,blue,a,1.0,80506c7f-7b84-44a1-9f76-ff1031bbd55f,1,1,0,1.4
89,blue,b,1.5,df1992b3-d659-4705-a819-dd743dce2de4,1,0,1,1.4
90,red,a,1.5,72213670-40b8-4309-a518-b0e3df1385a6,1,1,0,1.4
91,red,b,1.0,419c4b9e-4d34-403e-a111-c5d9d3373823,1,0,1,1.39
92,blue,a,1.0,def88240-f48c-4c8a-aa83-80611e779800,1,1,0,1.38
93,blue,b,1.5,d677d375-4299-440f-b6fb-1d2fd66c47d4,1,0,1,1.38
94,blue,a,1.0,728bbd50-6d71-44b7-9c0a-7ddcd2afa5c5,1,1,0,1.38
95,red,a,1.5,ed55c3c6-468c-4ebc-b94a-6368055c0e2c,1,1,0,1.38
96,red,a,1.5,b88ddf89-f010-465e-85fc-30ddf75a9310,1,1,0,1.39
97,blue,a,1.0,c0f5b701-2e3e-4e62-9282-023d26046f12,1,1,0,1.38
98,blue,b,1.5,22cc86ce-68a5-4102-8d55-762dd313735a,1,0,1,1.38
99,red,a,1.5,bf766a99-b231-41c4-8190-25ebf4949f5f,1,1,0,1.39
100,blue,b,1.5,96a2b764-5a88-48b0-b024-348da3df0e1b,1,0,1,1.39
101,blue,b,1.5,379f3c1c-ef92-4d35-8df7-e5943dc3838b,1,0,1,1.39
102,blue,a,1.0,b76a085c-21cc-442e-aa5e-d31a5ac20ba2,1,1,0,1.38
103,red,b,1.0,1b1e2ab9-2217-42d2-b4a2-70b2c810215e,1,0,1,1.38
104,red,a,1.5,9cf1fcef-be25-467c-a917-42a3533c01e6,1,1,0,1.38
105,blue,b,1.5,e687d7ec-a9ad-4528-adf2-a22a03a20b0a,1,0,1,1.38
106,red,a,1.5,463a8601-906a-4034-a3fb-ed5890d6ef0c,1,1,0,1.38
107,red,a,1.5,3c9ba6be-c103-46ec-a9b7-ffda0d84db96,1,1,0,1.39
108,blue,b,1.5,1560facb-b469-460f-89f5-927c804ce780,1,0,1,1.39
109,blue,b,1.5,5529f47e-7c60-49f4-947a-c67a57f02c43,1,0,1,1.39
110,red,a,1.5,ff9678bb-ed5b-4b04-9b55-a07f52bd16ae,1,1,0,1.39
111,blue,b,1.5,64b82007-2ba3-4c20-b477-7379301b3f13,1,0,1,1.4
112,blue,b,1.5,7e02e63c-dc24-423a-850e-5e4fa28f5520,1,0,1,1.4
113,blue,b,1.5,2d7f2d60-9f38-4fc1-9145-cff31dc1191d,1,0,1,1.41
114,blue,b,1.5,d94478c3-863a-4fd6-ad5c-be857f9944d6,1,0,1,1.41
115,blue,b,1.5,18659946-86de-4723-b51f-f761097d7fad,1,0,1,1.41
116,blue,a,1.0,07508d61-1222-49df-8d84-2af0ab742366,1,1,0,1.4
117,blue,b,1.5,add1ba64-3e82-412e-a444-ec5ae9319d87,1,0,1,1.41
118,blue,b,1.5,e6a7fb45-690d-4ef4-9bd0-c6468dc28d20,1,0,1,1.41
119,blue,b,1.5,5ecb0d03-e8ef-409e-b473-200c2811ae50,1,0,1,1.41
120,red,a,1.5,3b07a8a0-85f3-4df7-a178-d7314fa6d677,1,1,0,1.41
121,red,a,1.5,4b21d32a-96d8-4452-b6bc-58d7147ae3b1,1,1,0,1.42
122,blue,b,1.5,ddfa6e3e-539b-4961-a891-9fcc585e43c5,1,0,1,1.42
123,blue,b,1.5,6888f598-6326-4771-b11d-dc8dacc9c193,1,0,1,1.42
124,red,b,1.0,7e8be2a6-c20c-4b3f-90fd-5afb0edf7fd3,1,0,1,1.41
125,blue,b,1.5,6c0dff1e-a50d-40c1-b472-7ff9f9d20bcd,1,0,1,1.41
126,blue,b,1.5,cd02abc6-8221-4bbb-9ef2-510f5d0aac91,1,0,1,1.41
127,red,a,1.5,023a414f-d10a-4bf3-a62f-2d7f0566053b,1,1,0,1.41
128,blue,b,1.5,cdd57188-757d-4689-9d69-023f3fe24f37,1,0,1,1.41
129,red,b,1.0,a8faa6a9-62cc-47b1-a1ae-4c53b8c99533,1,0,1,1.4
130,blue,b,1.5,f8805ce8-5dc4-4bcf-85e6-2e3d01e51b29,1,0,1,1.4
131,blue,b,1.5,0f29fb46-f69b-41c5-8997-9872c1ef535b,1,0,1,1.4
132,blue,b,1.5,c7858afd-546d-4092-91b0-f26bb47ecf59,1,0,1,1.4
133,blue,b,1.5,4fd4dfd4-6c8f-4193-8123-570c8f36a34b,1,0,1,1.4
134,blue,b,1.5,13399836-662a-475c-9902-e322fdc59d38,1,0,1,1.4
135,red,a,1.5,58c5b658-6824-4d21-a822-049ae98f24de,1,1,0,1.4
136,blue,b,1.5,a50eea82-fbf4-4066-8288-ebcbe5a6d920,1,0,1,1.4
137,blue,b,1.5,7e083127-2ff0-499c-9152-6d20845b5773,1,0,1,1.4
138,blue,b,1.5,81c1258c-8946-46c0-8bda-f46479ba3045,1,0,1,1.41
139,red,b,1.0,71be4949-4be1-469a-b775-66c438fa3849,1,0,1,1.4
140,red,a,1.5,2c25d775-1079-45b7-9163-3d2e2b4e51b3,1,1,0,1.4
141,blue,b,1.5,94fc2dae-d329-4679-8799-4fa2f86b865e,1,0,1,1.41
142,red,a,1.5,42cfe9db-ff41-4478-a712-874897eca0eb,1,1,0,1.42
143,blue,b,1.5,2ab900ff-5578-4a44-b803-2776df089ab4,1,0,1,1.42
144,blue,b,1.5,0e05c421-e8b8-427e-a220-d42c0b80d676,1,0,1,1.43
145,red,a,1.5,0b538d53-f717-490e-b95e-8f0fb0812360,1,1,0,1.43
146,blue,b,1.5,d6f55036-bbcd-41e9-a4ad-7e3134b47748,1,0,1,1.43
147,red,b,1.0,cf23f3b9-04d3-4608-adb7-2948c6e9fe42,1,0,1,1.43
148,red,a,1.5,e18b080d-2c9e-4b38-83d4-7f37943b1ba7,1,1,0,1.43
149,red,a,1.5,e43a143c-3517-4bbb-b3ef-96cf6b8d6dc6,1,1,0,1.43
150,red,a,1.5,679ce7ae-447a-474e-8ee9-9c7bf73b7dc4,1,1,0,1.43
151,red,a,1.5,75ad690e-90ba-4a6d-9b1b-2aa6728e65f2,1,1,0,1.43
152,blue,b,1.5,bc3d9d40-b829-4d1f-9cc7-130c69c57fbe,1,0,1,1.44
153,red,a,1.5,161ff538-4ffb-448f-bb55-78b3b4786597,1,1,0,1.45
154,red,a,1.5,9e027a54-695b-4ae9-8621-ca8a17c23882,1,1,0,1.45
155,blue,a,1.0,1b805c69-4e4c-48fd-8214-9d6a9a144bba,1,1,0,1.44
156,blue,b,1.5,fef2abd3-d8f5-4be8-b4ea-eb6916268043,1,0,1,1.44
157,red,a,1.5,7fab528f-bc59-4763-9965-dfe332554138,1,1,0,1.44
158,red,a,1.5,b7ea4e01-d1de-43ec-8bd2-e0e289859317,1,1,0,1.44
159,red,a,1.5,c2fa9969-1a86-4dac-a142-fa4600915e6f,1,1,0,1.44
160,blue,b,1.5,ba78dfe1-d912-4a76-a7dc-d5bc860771e0,1,0,1,1.44
161,blue,b,1.5,54948a3b-cd7d-433a-8682-0ca0ddd9e220,1,0,1,1.44
162,red,a,1.5,e40b5eff-ce2d-4d14-a18a-20966c2c08ad,1,1,0,1.44
163,red,a,1.5,404bc95b-cca5-4d35-b7c5-9ffefc70227c,1,1,0,1.44
164,red,b,1.0,ec53a37f-19b4-43c9-a132-7fd1425a5c2a,1,0,1,1.43
165,blue,b,1.5,e1406e4a-2030-45e9-a3dd-694d9059daf4,1,0,1,1.43
166,red,a,1.5,e13b3472-be31-48fc-b518-ef4a8c6ddad3,1,1,0,1.44
167,blue,b,1.5,eb656b6d-2baa-432e-a988-dd06fd52eec4,1,0,1,1.44
168,red,a,1.5,2ab8882f-9285-4721-b2f1-7336ff18aa84,1,1,0,1.44
169,red,a,1.5,3fbb309a-a077-4691-870a-48dd68daa0ff,1,1,0,1.44
170,red,a,1.5,82395acd-540b-455c-be02-9db59d1d3edb,1,1,0,1.44
171,red,a,1.5,cf612bbb-b408-4088-8378-d166dc714f67,1,1,0,1.44
172,red,b,1.0,cd113cf3-e2fc-4e09-939f-d9de021f1ab3,1,0,1,1.43
173,red,a,1.5,bf8e44bd-a0cd-47f5-87ad-9259e8853222,1,1,0,1.43
174,blue,b,1.5,1a490408-d369-42be-89f2-3c2b959a27ca,1,0,1,1.44
175,blue,b,1.5,e5210593-4c77-4fbb-9a57-b4362f77b3af,1,0,1,1.44
176,blue,b,1.5,05bbd5f2-5e4e-4461-8244-41fda73ab455,1,0,1,1.44
177,blue,b,1.5,240897ce-0636-4cbe-bbe8-b9452874c8cb,1,0,1,1.44
178,red,a,1.5,07be22b6-1c6e-4f4c-83b6-f66ec4316a17,1,1,0,1.44
179,blue,b,1.5,816828cc-617d-421e-b4ef-6a014ee6d927,1,0,1,1.45
180,red,a,1.5,265281bb-9378-401d-8e7e-b1052d087d51,1,1,0,1.45
181,red,a,1.5,00292217-3cd0-4862-a8f8-8c043615aa06,1,1,0,1.45
182,red,a,1.5,303c410e-eaba-4b68-8cc5-2fea286d3242,1,1,0,1.45
183,red,a,1.5,5909af3f-26f9-43f2-894a-e3fb9bcdf5ec,1,1,0,1.45
184,red,a,1.5,a02b6b1f-168f-46fd-92f0-20a8f5f070c9,1,1,0,1.45
185,red,a,1.5,47388853-6799-448a-8f9a-c55910e8cd92,1,1,0,1.45
186,blue,b,1.5,aef38f3d-ed76-40c4-8b63-51c0adcff41d,1,0,1,1.45
187,blue,b,1.5,82be0a7d-3ccf-4cfc-a1cc-b3b0233c5e74,1,0,1,1.45
188,red,a,1.5,3822aef7-63d8-4961-8ffb-f3f4994fca4a,1,1,0,1.45
189,red,a,1.5,b9b79136-a563-4d69-9025-c9e5d58fa2ac,1,1,0,1.46
190,blue,b,1.5,94ea8298-f74d-4a88-9d6c-ec04169c3e70,1,0,1,1.46
191,red,a,1.5,476ce19e-a7db-48ee-8fd0-49a8f1fdc37b,1,1,0,1.46
192,blue,a,1.0,d8c0291c-1524-4e3b-8313-6351659fdde3,1,1,0,1.45
193,red,b,1.0,adbba729-4951-43fd-9887-ce728786263c,1,0,1,1.44
194,red,a,1.5,95efaf81-39a8-4607-85b5-f3b5dd525db2,1,1,0,1.44
195,blue,b,1.5,709e02ab-0485-43d1-9c5d-d7fbc2f11ee0,1,0,1,1.44
196,red,a,1.5,a1c94d7d-e031-4a78-8cbf-c80a26462df1,1,1,0,1.44
197,blue,a,1.0,be17fba5-e651-4d71-b46c-453740cf462f,1,1,0,1.44
198,blue,b,1.5,14f19276-ced7-47a6-a998-21889388f9a5,1,0,1,1.44
199,blue,a,1.0,278fccb0-69a2-4ab8-84ad-10e0e45832db,1,1,0,1.43
200,blue,b,1.5,71cd39a5-653e-46d3-8f1d-efd48880757a,1,0,1,1.43
201,blue,b,1.5,c9ac0b21-111c-495e-8efd-1d028c6e3694,1,0,1,1.43
202,red,a,1.5,a82753b4-cfe9-4069-97ab-567bb7492b13,1,1,0,1.43
203,red,a,1.5,1be3a7c3-854e-4bad-9ce9-609e3d0aee0a,1,1,0,1.43
204,blue,b,1.5,18cec85e-3695-42c4-aa16-e92562f614da,1,0,1,1.43
205,red,a,1.5,e1350448-357f-4d2d-884a-6ffaddec1a21,1,1,0,1.44
206,red,a,1.5,c6544544-d3c7-4678-b32d-71932f6ac882,1,1,0,1.44
207,red,a,1.5,3da67820-2b82-4e16-ba3f-a1a46cb54cb6,1,1,0,1.44
208,blue,b,1.5,d0f36f4f-5f6e-4624-9021-d58159158f70,1,0,1,1.44
209,blue,b,1.5,b527a2d7-1b0b-4128-8740-068f3d56023f,1,0,1,1.44
210,blue,b,1.5,411d1f78-ca02-408c-870f-a69d509a140f,1,0,1,1.44
211,red,a,1.5,dea3df8e-433e-4319-a85a-7b005fa29570,1,1,0,1.44
212,red,a,1.5,dd901050-a328-410f-997a-329e82ef5550,1,1,0,1.44
213,red,b,1.0,f7dd3e90-38a8-4931-b4f5-57c61a5ac36c,1,0,1,1.43
214,blue,b,1.5,530d06a3-1dfe-48ce-a385-4365ab6502b3,1,0,1,1.44
215,red,a,1.5,e43ced1d-89f1-4327-bdbd-9ab8a862ab81,1,1,0,1.44
216,blue,b,1.5,b9385c33-a1c3-4d0c-861b-f5a1eca82441,1,0,1,1.44
217,blue,b,1.5,d1c98b54-969f-4ebb-9493-ce66d5c74d68,1,0,1,1.44
218,red,a,1.5,50361839-11d7-4671-bfba-5a1f0a690ac7,1,1,0,1.44
219,red,a,1.5,829009c0-bdb1-44ad-bd67-563c1272ec7c,1,1,0,1.44
220,red,a,1.5,9b20165a-995f-4236-a73e-4d43c6d0ee19,1,1,0,1.44
221,blue,b,1.5,5f018d38-1be1-45b6-9b07-fd269938cebe,1,0,1,1.44
222,blue,b,1.5,74d0517a-e91a-4e02-8cea-67430cbb02fe,1,0,1,1.45
223,red,a,1.5,e8c04be6-94c9-4726-a33b-45ddca924c88,1,1,0,1.45
224,red,a,1.5,f64a237f-6890-49b6-8dff-b50398b7a8dc,1,1,0,1.45
225,red,a,1.5,42f88095-001e-4575-b432-01092614ae06,1,1,0,1.45
226,red,b,1.0,1d409af6-fe6e-4421-b833-c355c9532980,1,0,1,1.44
227,red,a,1.5,f40f61c9-f12a-4f7f-ad6f-e069263e4112,1,1,0,1.44
228,red,a,1.5,01ddd6a7-f54a-4e1a-96cb-92cc53c1bf7b,1,1,0,1.44
229,blue,b,1.5,56fe7f18-d72c-466b-a560-8618bbec70d2,1,0,1,1.44
230,red,a,1.5,8a77faa1-13ab-4375-84ed-cf4150f49e4c,1,1,0,1.44
231,blue,b,1.5,49fc639d-841f-42d2-8c6c-606a20acd8dd,1,0,1,1.44
232,blue,b,1.5,16f85ffd-ed99-4d86-bbdf-ae3c4068e9e0,1,0,1,1.44
233,red,a,1.5,533f746f-7f47-47ae-9a61-e1d0bfa2bcf1,1,1,0,1.44
234,blue,b,1.5,6b4a978f-e7ec-4dd0-8ca6-cfdacf81bee0,1,0,1,1.44
235,red,a,1.5,2b735b5d-192b-4e8c-9e24-e86a3826f886,1,1,0,1.44
236,red,a,1.5,5eee4827-c06d-45b1-90c1-6770bb663ea7,1,1,0,1.44
237,red,a,1.5,a55710c7-95c8-4161-876d-bcb615df94cb,1,1,0,1.44
238,blue,b,1.5,4c4cbfd1-a392-49b2-8bac-a8f7a8512234,1,0,1,1.44
239,red,a,1.5,fc50a7ac-2fc7-42b4-8a2f-6142cf816def,1,1,0,1.44
240,red,a,1.5,4998fc5f-1123-4c20-a6e8-7691a99b0ead,1,1,0,1.44
241,blue,b,1.5,795cde34-1a13-477f-841e-14aeb7add1b5,1,0,1,1.44
242,blue,b,1.5,6869240d-039c-4775-b62b-444b4e9cb8f5,1,0,1,1.45
243,red,b,1.0,1dd7b7e5-d866-47d1-bca0-c41a73ac6888,1,0,1,1.45
244,red,a,1.5,6c701745-a7ae-4984-821b-08e670cfac07,1,1,0,1.45
245,red,a,1.5,350e0b4c-46f1-4b44-805f-3a0b6469644a,1,1,0,1.45
246,red,a,1.5,8ee40e21-b19b-4fc6-a522-2ee1795bb873,1,1,0,1.45
247,blue,a,1.0,3a670d2f-9d43-45a3-a33a-2f8700810abd,1,1,0,1.45
248,blue,a,1.0,7ce9288e-6f49-46d7-9abb-1bbb31d633f4,1,1,0,1.44
249,blue,b,1.5,1cdcce45-8c1b-4595-90e8-05a0299d23bd,1,0,1,1.45
250,blue,b,1.5,eb123bd3-88da-4b55-8005-8e1aaa01fabc,1,0,1,1.45
251,red,a,1.5,31f40abf-a9dc-463a-b3ba-37b5ad371f97,1,1,0,1.45
252,red,a,1.5,6628855a-da2d-4d04-94cd-116a6540d05d,1,1,0,1.45
253,blue,a,1.0,1cd90743-d2cb-4b28-9241-a40dadb11688,1,1,0,1.44
254,red,a,1.5,1ba73700-489c-4621-abeb-f42ce91ac534,1,1,0,1.44
255,red,a,1.5,fdff13a0-81a7-4f9e-ac09-8e913c788bce,1,1,0,1.44
256,red,a,1.5,4ca75c97-fc69-42a5-a75e-bf2157882dca,1,1,0,1.44
257,red,a,1.5,e5f67b80-7e17-452d-811b-4ba7ab4f8ff5,1,1,0,1.44
258,blue,b,1.5,18a5bd87-d317-43ab-a79c-8ad6ff81aee3,1,0,1,1.44
259,red,a,1.5,0cfc1fdc-2711-43c7-96b5-0d3cbb2d6f46,1,1,0,1.44
260,red,a,1.5,6e936434-4b81-4598-88e8-04ed38cd9e16,1,1,0,1.44
261,blue,b,1.5,6f846cb2-2cf3-469e-9701-b666b845cde0,1,0,1,1.44
262,red,a,1.5,3d6296d5-e539-4e2f-af97-332f60ad356d,1,1,0,1.44
263,blue,b,1.5,a9fc2133-c297-4227-a9ff-ff1cc21a9066,1,0,1,1.45
264,red,a,1.5,61367b94-3e1a-4319-81b3-235ab9dc7609,1,1,0,1.45
265,blue,b,1.5,301892ec-f02b-4bfc-a46d-499bf03336cf,1,0,1,1.45
266,blue,a,1.0,24e31327-d982-4cee-a720-2ce1f1537c79,1,1,0,1.44
267,red,a,1.5,ecb51513-a122-463a-ac0e-749f1871796b,1,1,0,1.44
268,red,a,1.5,794d2078-9e03-48ea-93be-fbd3bb18700a,1,1,0,1.44
269,red,a,1.5,610e0b3d-2e93-4a45-bf22-59d3285ea631,1,1,0,1.44
270,red,a,1.5,7405a293-1149-46f7-9272-c92c783b0c7c,1,1,0,1.44
271,red,a,1.5,e36cc178-31a7-41e0-b4c2-a77a8f05de04,1,1,0,1.44
272,red,a,1.5,c8010af3-c215-4198-9ba8-1a61c7b9fc1a,1,1,0,1.44
273,blue,b,1.5,557b5f1e-365f-420c-ae8e-f5de9a1e07e9,1,0,1,1.44
274,red,a,1.5,360cf66c-b712-45cb-b53f-2983853f75c1,1,1,0,1.44
275,red,b,1.0,c0adf10f-4327-4036-94ff-d76db1428d77,1,0,1,1.43
276,blue,b,1.5,61beeae5-5a9f-49a4-857c-a66710f1ee5a,1,0,1,1.44
277,red,b,1.0,0d8b808c-85ef-4538-9d48-18bd589861fc,1,0,1,1.43
278,red,a,1.5,7e86d842-5090-4de0-aad2-223b509b9704,1,1,0,1.43
279,blue,b,1.5,c36fa46d-09fd-415a-9de4-d58b63f425f1,1,0,1,1.43
280,red,a,1.5,3b923b13-12ab-4429-b793-659deb2f18bc,1,1,0,1.43
281,blue,b,1.5,37f2b842-dcfc-49b1-b011-c325af00c326,1,0,1,1.43
282,red,b,1.0,318e24a5-d5ac-405c-afeb-8bed96b3ddbe,1,0,1,1.42
283,red,a,1.5,0dc93e04-877c-435f-84b9-a5d245c67bf0,1,1,0,1.42
284,red,b,1.0,49a1c9c1-bd47-41bf-971f-d5c0e153765c,1,0,1,1.41
285,blue,b,1.5,66140adb-1b1f-4588-90bb-dd65c52ae52a,1,0,1,1.41
286,blue,b,1.5,d0b57c8b-07cd-4374-becb-124358509c47,1,0,1,1.41
287,red,b,1.0,689fed3b-9664-4148-976e-0ae4b60773b9,1,0,1,1.4
288,red,b,1.0,47b37adc-c3ac-4df3-87b1-ee1a5949ea28,1,0,1,1.39
289,red,a,1.5,e4e7a960-8bf1-40e0-ba6e-2c6c48a7de27,1,1,0,1.39
